created_at,text,id,edit_history_tweet_ids,lang,conversation_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
2026-04-09T16:05:03.000Z,"LeBron's teenage mother struggled to find steady work and a stable home, leading them to move a dozen times in three years. By the age of nine, he moved in with the family of a local football coach who introduced him to basketball. 

@KingJames would go on to earn a variety of https://t.co/4HAerLu1a1",2042272588362314206,['2042272588362314206'],en,2042272588362314206,681,59,3903,72,566,1123716,,Forbes
2026-04-09T15:35:04.000Z,"The youngest names on our Greatest Living Self-Made Americans list prove the American Dream isn’t just alive—it’s accelerating. Meet the next generation of self-made success: https://t.co/jlsTTfAW8K #Forbes250

📸: Guerin Blask for Forbes; Frazer Harrison/WireImage, Michael https://t.co/Vl8JvRFSBM",2042265043623141449,['2042265043623141449'],en,2042265043623141449,28,3,74,6,12,13536,,Forbes
2026-04-09T15:30:06.000Z,"Global Leaders Don’t Trust Iran Ceasefire Will Hold—And Warn Of 'Permanent' Damage
https://t.co/PhTE7ci3SR https://t.co/rANXu6QbeP",2042263792927535489,['2042263792927535489'],en,2042263792927535489,26,17,79,1,1,9669,,Forbes
2026-04-09T15:15:08.000Z,"Federal Investigators Probing NFL For Alleged Anticompetitive Practices, Report Says
https://t.co/ovfvvhZZkL https://t.co/ocnsRwfN4D",2042260025800810605,['2042260025800810605'],en,2042260025800810605,3,3,9,0,0,9229,,Forbes
2026-04-09T15:15:03.000Z,"Bugatti’s New Bicycle Costs $23,599 And There Only 250 Being Made https://t.co/9MLzi3YWPN
Photo: Bugatti https://t.co/SEwHDYLZb8",2042260005328699888,['2042260005328699888'],en,2042260005328699888,61,26,270,13,32,36645,,Forbes
2026-04-09T15:11:00.000Z,"Abu Dhabi’s Hidden Stake In One Of Venture Capital’s Biggest Players
Read more: https://t.co/CY8ejTrOcr https://t.co/SsWBrmRxfd",2042258986070647077,['2042258986070647077'],en,2042258986070647077,17,2,64,0,28,32820,,Forbes
2026-04-09T15:00:53.000Z,"Raised by a struggling, single mother, Cher left high school early and forged her own path into music, creating an enduring legacy along the way. She earns the No. 130 spot on the #Forbes250 list of Greatest Living Self-Made Americans. https://t.co/jlsTTfAW8K

📸: Martin https://t.co/WaBS0ke14t",2042256439788638433,['2042256439788638433'],en,2042256439788638433,24,24,86,3,7,12208,,Forbes
2026-04-09T14:35:06.000Z,"Lawyers for Sean “Diddy” Combs accused a federal judge of acting as a “thirteenth juror” by considering acquitted conduct and imposing too harsh a sentence for prostitution convictions.
https://t.co/3Qu29c6WMn https://t.co/QAKUmgW5lZ",2042249950797390002,['2042249950797390002'],en,2042249950797390002,9,9,35,4,5,14604,,Forbes
2026-04-09T14:03:20.000Z,"From selling stamps door-to-door to becoming a spacefaring billionaire’s peer, Mark Cuban’s journey is the definition of grit. Before @mcuban was a Shark, he was sleeping on the floor of a cramped apartment with five roommates. 

Now, he's on the #Forbes250 list of Greatest https://t.co/cRtBxEAJwO",2042241959860052052,['2042241959860052052'],en,2042241959860052052,11,9,40,1,9,12532,,Forbes
2026-04-09T14:02:26.000Z,This 23 Year-Old’s New AI Data Company Has Already Hit A $100 Million Run Rate https://t.co/VKqpHxGlVz (📸: AfterQuery) https://t.co/fjjugq5VEt,2042241731102753080,['2042241731102753080'],en,2042241731102753080,8,4,71,0,22,16082,,Forbes
2026-04-09T13:53:05.000Z,📸: LeBron James by David Berding via Getty Images; Serena Williams by Krishna Shenoi; Arthur Blank by Martin Schoeller; Cher by Martin Schoeller/August; Ralph Lauren by Mark Seliger/August; Oprah Winfrey by Art Streiber; Jerry Seinfeld by Andreas Laszlo Konrath/Trunk Archive;,2042239379196781008,['2042239379196781008'],en,2042239192923848797,0,0,3,0,0,9918,91478624,Forbes
2026-04-09T13:52:21.000Z,"Meet the #Forbes250 Greatest Living Self-Made Americans — from rags-to-riches founders to pioneers whose impact goes beyond wealth.

See who made the list: https://t.co/jlsTTfAW8K https://t.co/LZ3OnqLu3I",2042239192923848797,['2042239192923848797'],en,2042239192923848797,26,14,62,6,15,19525,,Forbes
2026-04-09T13:40:08.000Z,Quote of the day. #qotd https://t.co/OX0hvsyOQY,2042236119853433246,['2042236119853433246'],en,2042236119853433246,24,2,124,2,7,11796,,Forbes
2026-04-09T13:28:06.000Z,Iran Warns ‘No Backtracking’ On Ceasefire Deal—Threatens ‘Strong’ Response (Live Updates) https://t.co/IETRa6UnJG (Photo: Anadolu via Getty Images) https://t.co/s47UOgbV5W,2042233091973083137,['2042233091973083137'],en,2042233091973083137,10,8,39,0,5,10788,,Forbes
