text,id,edit_history_tweet_ids,created_at,conversation_id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,username
"When the kabobs look THIS good, you know Guy’s gonna be happy 👏🔥 Big thanks to Kabob Grill N' Go for these epic masterpieces!

Watch #DDD with @guyfieri Fridays. https://t.co/MRStYWEjpb",2036261908215431211,['2036261908215431211'],2026-03-24T02:00:45.000Z,2036261908215431211,en,32,15,314,2,186,17646,FoodNetwork
"If you were mayor of Flavortown for a day, what would YOU decree?! 😜

#FlavortownFoodFight &gt; Wednesdays @ 9|8c. https://t.co/IBV3fbw65l",2036231691602182462,['2036231691602182462'],2026-03-24T00:00:41.000Z,2036231691602182462,en,2,11,45,2,1,10864,FoodNetwork
"Tonight, Jesse Palmer challenges the nine remaining chefs to present their own interpretation of Boston cream pie, coconut cream pie or Italian rum cake to Duff Goldman and Shinmin Li!

Don't miss #UltimateBakingChampionship tonight at 9|8c.✨ https://t.co/xhRr9qolmO",2036141038390145519,['2036141038390145519'],2026-03-23T18:00:27.000Z,2036141038390145519,en,6,11,50,1,2,9075,FoodNetwork
"Before the chefs start cooking, we’re serving up a few questions for Ted 📣

Don't miss Ted Allen on an all-new episode of #Chopped! Tune in Tuesday at 9|8c. https://t.co/6aey409JZv",2036080879966044342,['2036080879966044342'],2026-03-23T14:01:24.000Z,2036080879966044342,en,4,6,39,0,1,8940,FoodNetwork
"TONIGHT, in this single-challenge episode, nine chefs face off in a decadent dessert showdown that tests their mastery of pastry cream!

Don't miss #UltimateBakingChampionship tonight at 9|8c. https://t.co/lmiK0OVg4k",2036050506292871291,['2036050506292871291'],2026-03-23T12:00:43.000Z,2036050506292871291,en,4,3,46,0,3,12767,FoodNetwork
"Flavortown fit check featuring @hunterfieri 💁‍♂️

#FlavortownFoodFight &gt; Wednesdays @ 9|8c https://t.co/hPi6IjZYuP",2035839057788379582,['2035839057788379582'],2026-03-22T22:00:30.000Z,2035839057788379582,en,2,10,46,0,1,13051,FoodNetwork
"Do you have an alter ego? 👀 This sounds like fun, Rochelle!

Don't miss #UltimateBakingChampionship tomorrow at 9|8c. https://t.co/JPZGWSnG2B",2035808873408311658,['2035808873408311658'],2026-03-22T20:00:33.000Z,2035808873408311658,en,3,3,35,0,0,11637,FoodNetwork
"We're down to the final battles of Round 1 on TOC VII tonight! 4 more sets of chefs will face off in head-to-head cookoffs, including the main event featuring #8 seed @chefkennyg37 vs. a #1 seed culinary legend 🔥

Don't miss @guyfieri's #TournamentOfChampions tonight @ 8|7c! https://t.co/1M97fwjB5F",2035718437427695760,['2035718437427695760'],2026-03-22T14:01:11.000Z,2035718437427695760,en,7,11,40,1,4,10727,FoodNetwork
"Ted’s in charge — and the baskets are officially his doing 🔪 In the appetizer round, the chefs must make sense of a wildly unusual product in a tube, Ted’s favorite snack, fresh herbs and a bold protein.

Don't miss Ted Allen on an all-new episode of #Chopped! Tune in Tuesday at https://t.co/UJoOoK5kNS",2035688116585971952,['2035688116585971952'],2026-03-22T12:00:42.000Z,2035688116585971952,en,4,4,47,0,1,13478,FoodNetwork
"What's the dish YOU hate cooking the most?? ❌

#TournamentOfChampions &gt; Tomorrow @ 8|7c https://t.co/Wj688PS0ZW",2035507070997311632,['2035507070997311632'],2026-03-22T00:01:18.000Z,2035507070997311632,en,6,3,51,1,1,13947,FoodNetwork
"It's all about *perfect* pastry cream this week on #UltimateBakingChampionship ✨ Here are Shinmin Li and Duff Goldman's tips! 

See how the bakers do on a new episode of #UltimateBakingChampionship Monday at 9|8c. https://t.co/lIgUtn5PWG",2035476998542307646,['2035476998542307646'],2026-03-21T22:01:48.000Z,2035476998542307646,en,11,5,111,0,86,14224,FoodNetwork
"Enjoy the vibrant flavors of spring with an extra $5,000! 🤩 Enter for your chance to win today: https://t.co/5mW8c2XmTK. https://t.co/EUDRpTm8pf",2035446402369614259,['2035446402369614259'],2026-03-21T20:00:13.000Z,2035446402369614259,en,6,2,17,0,4,8581,FoodNetwork
"A slice of lasagna pizza pie (!) means you get two of your favorite dishes in one huuuge bite 🤯🍕 Try it for yourself at Marsigliano’s Pizzeria!

Watch #DDD with @guyfieri Fridays at 9|8c. https://t.co/Ak1uXuggWt",2035416339368591680,['2035416339368591680'],2026-03-21T18:00:46.000Z,2035416339368591680,en,20,3,224,1,53,20370,FoodNetwork
"Gramps and Louis were two special guys 🥹

#TournamentOfChampions with @guyfieri &gt; Tomorrow @ 8|7c https://t.co/z2TBaPo9IT",2035355993568137600,['2035355993568137600'],2026-03-21T14:00:58.000Z,2035355993568137600,en,1,9,65,0,2,10923,FoodNetwork
"The reviews speak for themselves! Ina Garten's 5-star potato salad is always a crowd-pleaser ⭐⭐⭐⭐⭐

Get the recipe: https://t.co/DrWud3zOUw. https://t.co/c4XIAjnTCg",2035114309542465784,['2035114309542465784'],2026-03-20T22:00:36.000Z,2035114309542465784,en,107,26,1072,4,1063,45371,FoodNetwork
"Chef Lee Anne Wong has her sights set on the 4 B's of TOC 🤑

#TournamentOfChampions &gt; Sunday @ 8|7c. https://t.co/0WxA0gKDEv",2035053941369524615,['2035053941369524615'],2026-03-20T18:00:43.000Z,2035053941369524615,en,4,4,26,0,0,7274,FoodNetwork
