created_at,conversation_id,text,lang,id,edit_history_tweet_ids,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
2026-04-05T16:27:16.000Z,2040828628808745112,"We're going to work!

As our Artemis II astronauts begin their fifth flight day, they're listening to today's wakeup song: ""Working Class Heroes (Work)"" by CeeLo Green.",en,2040828628808745112,['2040828628808745112'],1817,896,36351,108,735,1583463,,NASA
2026-04-05T06:40:51.000Z,2040681051924676648,"Thanks to our @NASAArtemis II astronauts for working on the weekend!
The fourth day of their mission brought more crew preparations for Monday's trip around the Moon and stunning new images from their vantage point. What views are you most excited to see? https://t.co/CFmFYQRmYT",en,2040681051924676648,['2040681051924676648'],2839,835,22584,105,864,1349024,,NASA
2026-04-05T04:28:09.000Z,2040647522276802773,Looking for more? Bookmark this link to our Artemis II multimedia library for quick access to the latest imagery. https://t.co/rzM1P0QbOl,en,2040647657589207278,['2040647657589207278'],403,53,2957,16,2558,718685,11348282,NASA
2026-04-05T04:27:37.000Z,2040647522276802773,"History in the making

In this new image from our @NASAArtemis II crew, you can see Orientale basin on the right edge of the lunar disk. This mission marks the first time the entire basin has been seen with human eyes. https://t.co/iqjod6gqgz",en,2040647522276802773,['2040647522276802773'],14257,1863,105463,600,4395,6542657,,NASA
2026-04-05T00:46:44.000Z,2040591934272520338,"As communities gather this weekend, @AstroVicGlover reflects on the shared spaceship we all call home: Earth. https://t.co/GpwdeovpCR",en,2040591934272520338,['2040591934272520338'],8179,1214,40972,743,3804,2155572,,NASA
2026-04-04T23:02:56.000Z,2040565815083225472,"The Artemis II crew began their day prepping for their flyby. Tasks include a manual piloting demo with Victor Glover, reviewing lunar science targets, and collecting bio-samples. The Orion spacecraft remains on track for its flight around the Moon! https://t.co/ZcmPaFTTRs https://t.co/Yq5Fyn8iyn",en,2040565815083225472,['2040565815083225472'],3259,696,29264,88,713,1837258,,NASA
2026-04-04T21:19:43.000Z,2040539837426507845,LIVE: Agency leaders answer media questions and provide updates on our Artemis II mission around the Moon. https://t.co/J6yQ9UioEo,en,2040539837426507845,['2040539837426507845'],1003,436,5172,75,247,772560,,NASA
2026-04-04T20:14:58.000Z,2040523542001828207,"Happens to the best of us 😅
 
@astro_reid comments on Earth's beauty after noting that the days are blurring together for the Artemis II astronauts. https://t.co/TFg2Dc27Rr",en,2040523542001828207,['2040523542001828207'],2913,618,28130,112,1788,1643543,,NASA
2026-04-04T17:23:28.000Z,2040480384605974887,"I'm gonna keep on dancing on the way to the Moon🎵
 
Today, the Artemis II crew woke up to ""Pink Pony Club"" by Chappell Roan.",en,2040480384605974887,['2040480384605974887'],10881,2297,105408,1710,3237,4691389,,NASA
2026-04-04T16:34:35.000Z,2040468080686424396,"This view just hits different 🌍
 
@Astro_Christina and @astro_reid take a moment to look back at Earth as they continue deep into space toward the Moon. https://t.co/NMDeLj256K",en,2040468080686424396,['2040468080686424396'],29243,3357,195380,2875,11384,25950800,,NASA
2026-04-04T11:36:17.000Z,2040393011616452726,"Lock in, we’re Moonbound.

Artemis II astronauts are more than halfway to their destination, and preparations for lunar flyby are underway. During their trip around the far side of the Moon, they will capture imagery to share with scientists (and you, too!). https://t.co/T2z4W2XLCt",en,2040393011616452726,['2040393011616452726'],15244,1917,112797,711,4184,3394454,,NASA
2026-04-04T08:10:00.000Z,2040341101471551784,"""We can see the Moon out of the docking hatch right now. It's a beautiful sight.""
 
Flight day 3 is in the books, and our @NASAArtemis II crew is now closer to the Moon than to Earth. Check out highlights from our lunar mission. What’s been your favorite moment so far? https://t.co/mIF343JyX3",en,2040341101471551784,['2040341101471551784'],11283,2303,76163,544,3533,5710316,,NASA
2026-04-03T23:43:54.000Z,2040213736883892403,"The Moon astronauts shared their location…with all of us!
 
Follow the crew in real-time on their journey around the far side of the Moon and back to Earth. https://t.co/KitoqI4s4a https://t.co/w9a8HMx2iS",en,2040213736883892403,['2040213736883892403'],3199,709,24309,132,2043,3251032,,NASA
2026-04-03T22:56:24.000Z,2040201782261846113,"Working up an appetite!

As @AstroVicGlover gets in his exercise for the day, @Astro_Jeremy is preparing the crew's midday meal. https://t.co/g6rvF43LOd",en,2040201782261846113,['2040201782261846113'],2469,545,23283,133,1043,1516393,,NASA
2026-04-03T21:13:30.000Z,2040175881360941184,"We’ve come so far in the last 54 years, but one thing hasn’t changed: Our home looks gorgeous from space! The left view is from the Apollo 17 crew in 1972 and the right was captured yesterday by the Artemis II crew.",en,2040175883860824301,['2040175883860824301'],1308,402,31113,47,566,2097429,11348282,NASA
2026-04-03T21:13:29.000Z,2040175881360941184,"1972 ➡️2026
Apollo 17 ➡️ Artemis II https://t.co/wGc2wtY0e2",in,2040175881360941184,['2040175881360941184'],106289,7579,680230,9087,43435,37938992,,NASA
2026-04-03T19:32:53.000Z,2040150565838098487,LIVE: Agency leaders answer media questions and provide updates on our Artemis II mission around the Moon. https://t.co/6dMpwjhfrj,en,2040150565838098487,['2040150565838098487'],1063,300,6220,41,396,928462,,NASA
2026-04-03T17:42:27.000Z,2040122774924988660,"TFW you wake up, but life is already a dream ✨

Our Artemis II crew started their third flight day with the sounds of “In a Daydream” by Freddy Jones Band.",en,2040122774924988660,['2040122774924988660'],856,390,13914,72,373,1164973,,NASA
