id,lang,created_at,text,conversation_id,edit_history_tweet_ids,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,username,in_reply_to_user_id
2040079168369463725,en,2026-04-03T14:49:11.000Z,"⚾️ REDS vs RANGERS MLB BEST BET

📈 OVER 7.5
👇 Add directly to your betslip
https://t.co/6NoRvAQKDO

🗣️ ""The Rangers' offense is waking up. They’ve posted a 136 wRC+ against right-handed pitching early in the season, good four fourth among MLB lineups. They should mash Brady https://t.co/zr1xxCcgKm",2040079168369463725,['2040079168369463725'],1,1,28,1,2,24589,ActionNetworkHQ,
2040076734792421857,en,2026-04-03T14:39:31.000Z,"⚾️ CUBS vs GUARDIANS MLB BEST BET

📉 UNDER 2.5 HOME RUNS

🗣️ ""We're eating some juice on it, but I think under 2.5 home runs in the game is an easy win. I expected the line to be at 1.5. The pick correlates pretty well with the under 7.5 (-105), so I could get behind that as https://t.co/F6Nu83ntT9",2040076734792421857,['2040076734792421857'],2,2,18,0,0,8320,ActionNetworkHQ,
2040074009778250149,en,2026-04-03T14:28:41.000Z,"⚾️ BLUE JAYS vs WHITE SOX MLB BEST BET

📉 UNDER 7.5
👇 Add directly to your betslip
https://t.co/bE8oNU250d

🗣️ ""Friday's weather looks fairly miserable for an afternoon homer opener on the southside, particularly for hitters, expecting temperatures in the 50s with 7-9 mph winds https://t.co/IjTYlgwj22",2040074009778250149,['2040074009778250149'],4,2,28,0,2,8448,ActionNetworkHQ,
2040070970757509328,en,2026-04-03T14:16:36.000Z,"⚾️ DODGERS vs NATIONALS MLB BEST BET

📈 DODGERS TEAM TOTAL OVER 5.5
👇 Add directly to your betslip
https://t.co/iUrp4Z2OGx

🗣️ ""The obvious choice here would be the Dodgers on the run line, but I get the sense that Sheehan will need some time to round into form, since it's so https://t.co/Jz04t5Y3gj",2040070970757509328,['2040070970757509328'],3,5,41,2,4,26929,ActionNetworkHQ,
2039922686684725404,en,2026-04-03T04:27:23.000Z,"Auburn -6.5 (-115) ✅

Auburn wins 88-66. As @SeanPaulCBB noted, Illinois State did not have enough offense to expose Auburn’s defense. Tigers controlled it wire to wire. https://t.co/JWyxki39JJ https://t.co/MQbpbz9RHG",2039922686684725404,['2039922686684725404'],1,0,9,0,0,15420,ActionNetworkHQ,
2039919577128444240,en,2026-04-03T04:15:01.000Z,"LeBron posted a -37 plus/minus in the Lakers’ 139-96 loss to OKC. The second-worst mark of his career.  

Lowest: -39 vs MIN (Jan 8, 2018) https://t.co/8RAQCqZBO4",2039919577128444240,['2039919577128444240'],1,1,13,0,0,7881,ActionNetworkHQ,
2039899595270979726,zxx,2026-04-03T02:55:37.000Z,https://t.co/9pCbBUdFZu https://t.co/Vne6jb4PI6,2039899595270979726,['2039899595270979726'],1,1,22,1,1,13912,ActionNetworkHQ,
2039899080587882707,en,2026-04-03T02:53:34.000Z,Sportsbooks seeing all of the Lakers +9.5 bets come in all day https://t.co/H0J59EbqlM,2039899080587882707,['2039899080587882707'],22,13,324,0,17,26086,ActionNetworkHQ,
2039897585129779367,en,2026-04-03T02:47:38.000Z,OKC is showing why they’re overwhelming favorites to win the NBA Finals 😳 https://t.co/KG8NSCpd05,2039897585129779367,['2039897585129779367'],0,4,11,0,0,7746,ActionNetworkHQ,
2039823681082294563,en,2026-04-02T21:53:58.000Z,"Since March 1st, the Lakers are 12-5 ATS. During that same stretch, the Thunder are 4-11 ATS (worst in the NBA).

81% of bets and 77% of money is on the Lakers +9.5 tonight 👀 https://t.co/lGHm6V7jIt",2039823681082294563,['2039823681082294563'],2,8,84,0,6,21057,ActionNetworkHQ,
2039807650657910875,en,2026-04-02T20:50:16.000Z,The Simpsons really do predict everything 😂 https://t.co/0oG0rFJLt3 https://t.co/YRGvCQiBna,2039807650657910875,['2039807650657910875'],114,10,800,8,60,179502,ActionNetworkHQ,
2039781726621163786,en,2026-04-02T19:07:15.000Z,"The New York Yankees have allowed just 6 runs through 6 games — the 3rd-fewest to start a season in MLB history 🤯

▪️1915 Philadelphia Phillies - 5
▪️2002 San Francisco Giants - 5
▪️2026 New York Yankees - 6

And every other MLB team this year? At least 12 runs allowed 😳 https://t.co/EBh18emF4h",2039781726621163786,['2039781726621163786'],5,3,50,1,1,9792,ActionNetworkHQ,
2039760446358487433,en,2026-04-02T17:42:41.000Z,"When you say you're ""working"" but you are actually at the Cubs game ripping live bets 😂 https://t.co/tzSn5a7L2o",2039760446358487433,['2039760446358487433'],2,0,36,0,2,23619,ActionNetworkHQ,
2039756814066110721,en,2026-04-02T17:28:15.000Z,"WORLD CUP GROUPS ARE SET ✅

What’s your favorite bet? https://t.co/DIovLLs1Eo",2039756814066110721,['2039756814066110721'],0,1,1,0,1,9053,ActionNetworkHQ,
2039749888737476957,zxx,2026-04-02T17:00:44.000Z,https://t.co/ghBnTdsg9P,2039749888737476957,['2039749888737476957'],3,3,4,1,0,9760,ActionNetworkHQ,
2039740411623698532,en,2026-04-02T16:23:05.000Z,This is why your company doesn't want you to work remotely 😂https://t.co/JSNlAY3gJ0,2039740411623698532,['2039740411623698532'],10,19,114,3,9,59973,ActionNetworkHQ,
2039736279106191751,en,2026-04-02T16:06:40.000Z,"Wind blowing out at Kauffman Stadium 🌬️

Action PRO is showing one of the top HR edges on Vinnie Pasquantino today (+3.1%) with 21.8 mph winds blowing out https://t.co/ZE00DlRtHK",2039736279106191751,['2039736279106191751'],3,5,75,0,10,25424,ActionNetworkHQ,
2039732492819652836,en,2026-04-02T15:51:37.000Z,Imagine getting pranked into thinking you won $10k while watching your 17-58 Wizards lose by 23 to Philly 💀 https://t.co/YGPxB885Oa,2039732492819652836,['2039732492819652836'],4,5,17,2,2,12094,ActionNetworkHQ,
2039726424500699416,en,2026-04-02T15:27:30.000Z,"🏀LAKERS vs THUNDER BEST BET

🎯Under 232.5 (-110)
👇Add directly to your betslip
https://t.co/0JaRjnGMvT

🗣️""Oklahoma City beat the LeBron James-less Lakers by 29 points in a game that totaled 213 points in November. I expect Los Angeles to be more competitive this time around, https://t.co/YtpV2nJBkV",2039726424500699416,['2039726424500699416'],5,7,36,1,4,9527,ActionNetworkHQ,
2039715636922691705,en,2026-04-02T14:44:38.000Z,"$55 ➡️ $10,216

Turning a free bet into 10K 🤯🤯🤯

(via @petecutz315 on IG | @FanaticsBook) https://t.co/VGjxt0jayF",2039715636922691705,['2039715636922691705'],1,0,83,0,5,12455,ActionNetworkHQ,
2039709447791022172,en,2026-04-02T14:20:02.000Z,"⚾️ TWINS vs ROYALS MLB BEST BET

👑 ROYALS MONEYLINE
👇 Add directly to your betslip
https://t.co/iXIsnxfNp5

🗣️ ""I know it is a pretty price to pay, but it’s hard not to see Ragans bouncing back in a big way here. He struggled with his command on Opening Day, which resulted in https://t.co/AhcF5ICyPD",2039709447791022172,['2039709447791022172'],8,9,51,0,1,13472,ActionNetworkHQ,
2039707366128488488,en,2026-04-02T14:11:46.000Z,"🏀 NEW MEXICO vs TULSA NIT BEST BET

🐺 NEW MEXICO -3.5
👇Add directly to your betslip
https://t.co/TQNBwYHDt9

🗣️ ""There isn't an easy way to contain this New Mexico offense. It can shoot, hitting 3s at a 36% clip (50th) while drilling 53% on 2s (94th). The best way to hold the https://t.co/uyxlajXxOT",2039707366128488488,['2039707366128488488'],1,6,23,0,1,8741,ActionNetworkHQ,
2039703771761008767,en,2026-04-02T13:57:29.000Z,"🏀STANFORD vs WEST VIRGINIA BEST BET

🎯Stanford Moneyline (-110)
👇Add directly to your betslip
https://t.co/Eb0LnDJzA0

🗣️""Stanford will also have better scoring options in this game. Both teams accepted the invitation for the smaller tournament, and as of this write-up, there https://t.co/cF979KJBxQ",2039703771761008767,"['2039698893391180004', '2039703771761008767']",0,5,11,0,0,7087,ActionNetworkHQ,
2039703181425262699,en,2026-04-02T13:55:08.000Z,"🏒 PENGUINS vs LIGHTNING NHL BEST BET

📉 UNDER 6.5
👇 Add Directly To Your Betslip
https://t.co/uM43NU1uL4

🗣️ ""Through 52 starts this season, Vasilevskiy is 35-13-4 with a .912 save percentage and a 2.29 goals-against average. He has also performed well against Pittsburgh in https://t.co/Y52nOEOOTL",2039703181425262699,['2039703181425262699'],3,5,8,0,0,6630,ActionNetworkHQ,
2039700758782792117,en,2026-04-02T13:45:31.000Z,"🏀ILLINOIS ST vs AUBURN BEST BET

🎯Auburn Tigers -6.5 (-115)
👇Add directly to your betslip
https://t.co/YHTCdgYDvT

🗣️""Defense is the concern here. The Tigers are 117th in defensive efficiency and allow teams to shoot 37% from downtown and 52% from 2. I just don't think https://t.co/H3wH98OGBA",2039700758782792117,['2039700758782792117'],1,4,22,1,0,24306,ActionNetworkHQ,
2039697201996144816,en,2026-04-02T13:31:23.000Z,"🐝SUNS vs HORNETS BEST BET

🎯LaMelo Ball o26.5 PTS+AST (-107)
👇Add directly to your betslip
https://t.co/2K8xHMZf5H

🗣️""I think we'll see a more competitive game tonight, with Ball likely logging 28-30 minutes as his floor — so, I'm going back to his Over. Ball combined for https://t.co/Z1WUmgcK97",2039697201996144816,['2039697201996144816'],3,4,28,0,3,7786,ActionNetworkHQ,
2039695282087076140,en,2026-04-02T13:23:45.000Z,"🔥PELICANS vs TRAIL BLAZERS BEST BET

🎯Over 232.5 (-105)
👇Add directly to your betslip
https://t.co/VrWsZVuOfq

🗣️""More rest usually means more defensive awareness of your assignment, more pregame film sessions, and more willingness to lock in on the defensive end. At this https://t.co/4IWUQWCioq",2039695282087076140,['2039695282087076140'],4,6,28,0,1,8524,ActionNetworkHQ,
2039594124651987066,en,2026-04-02T06:41:47.000Z,"✅UNDER 148.5 

Baylor vs Minnesota finishes 67-48. Never in danger. Easy cash for @Steponaduck’s Crown Best Bet https://t.co/nbBSHe49qn https://t.co/OO9ZhQczOu",2039594124651987066,['2039594124651987066'],0,2,7,0,0,15388,ActionNetworkHQ,
2039573177660285211,en,2026-04-02T05:18:33.000Z,"Steve Kerr before the game when asked his plan to contain Wemby: “We got it. We’re not gonna reveal it.” (via @MarcJSpears)

Wemby: 41 PTS | 18 REB | +16 +/- https://t.co/Myv6ERvD3o",2039573177660285211,['2039573177660285211'],3,2,18,0,0,8575,ActionNetworkHQ,
2039570516638416981,en,2026-04-02T05:07:59.000Z,"For those wondering a $100 bet on tonight’s biggest upsets parlay would have paid $9,819 🤑 https://t.co/yjhvfL5l1m",2039570516638416981,"['2039569825173844021', '2039570516638416981']",1,2,111,1,5,19716,ActionNetworkHQ,
2039569228869886174,en,2026-04-02T05:02:52.000Z,"72% of bets were on the San Antonio spread

They led 127-105 with 1:59 left. Warriors closed on an 8-0 run to cover +15 https://t.co/63eH9y7y20",2039569228869886174,['2039569228869886174'],0,4,46,0,1,14129,ActionNetworkHQ,
2039550147760357714,en,2026-04-02T03:47:02.000Z,"Boston opened the year at +8000 to win the NBA Championship. They’re now +550

Second-shortest odds behind OKC https://t.co/c7EGmmTSDZ",2039550147760357714,['2039550147760357714'],2,1,15,1,0,8226,ActionNetworkHQ,
2039548266451194115,en,2026-04-02T03:39:34.000Z,"Canucks +360 is the 2nd biggest NHL upset over the last three seasons 🤯

(via @EvanHAbrams)
https://t.co/AvGONurDTP",2039548266451194115,['2039548266451194115'],10,13,335,4,22,77605,ActionNetworkHQ,
2039547405108961434,en,2026-04-02T03:36:08.000Z,When you ask if bros bet hit and he just starts doing this 😂 https://t.co/RNopY6hwEl,2039547405108961434,['2039547405108961434'],18,4,176,6,50,44826,ActionNetworkHQ,
2039544095941726457,en,2026-04-02T03:23:00.000Z,"Jayson Tatum tore his Achilles 10 months ago

Tonight: Triple-double
25 PTS
18 REB
11 AST https://t.co/pcmfKJgcoO",2039544095941726457,['2039544095941726457'],3,0,38,0,0,7326,ActionNetworkHQ,
2039537117152313436,en,2026-04-02T02:55:16.000Z,"The Dodgers were getting 94% of bets and 90% of money against the Guardians. They closed -300 as the largest ML favorite of the day.

They scored 1 run on 5 hits and lost 4-1 🤮
https://t.co/Zmh3i4C7aL",2039537117152313436,['2039537117152313436'],40,47,689,14,23,140717,ActionNetworkHQ,
2039535649955496412,en,2026-04-02T02:49:26.000Z,"Not only did Wemby just put up 17 POINTS in the 1st quarter...

He also grabbed 9 REBOUNDS https://t.co/ZMTDC4OX8S",2039535649955496412,['2039535649955496412'],1,0,12,0,0,7849,ActionNetworkHQ,
2039533208321069534,en,2026-04-02T02:39:44.000Z,"Toronto closed as -750 home favorites on the ML tonight. They lost 123-115 🤯

The Raptors received 91% of bets and 92% of money on the ML https://t.co/hhX8zrHhCd",2039533208321069534,['2039533208321069534'],8,7,122,2,17,22086,ActionNetworkHQ,
2039521666577940840,en,2026-04-02T01:53:52.000Z,"Everyone betting on Yamamoto in the Guardians v Dodgers matchup...

❌Yoshinobu Yamanoto 2 K's 
✅Gavin Williams 9 K's 
https://t.co/CvQeerCMYp",2039521666577940840,['2039521666577940840'],0,3,22,1,0,12188,ActionNetworkHQ,
2039515062889537999,en,2026-04-02T01:27:38.000Z,DeRozan is 0/8 with 2 points at half 🤮 https://t.co/fOKtlACT8f,2039515062889537999,['2039515062889537999'],3,2,6,0,1,8400,ActionNetworkHQ,
2039513086797689241,en,2026-04-02T01:19:46.000Z,"These three WENT OFF tonight in the 76ers win🔥🔥

🏀Paul George - 39 Points 
🏀VJ Edgecombe - 23 Points
🏀Tyrese Maxey - 28 Points https://t.co/K8zZMjyf8i",2039513086797689241,['2039513086797689241'],0,2,8,0,0,9007,ActionNetworkHQ,
2039506632728563769,en,2026-04-02T00:54:08.000Z,"GABRIEL ARIAS HOMERS OFF YAMAMOTO💥 (+9000)

Guardians (+237) go up 2 on the Dodgers in the 3rd
https://t.co/yLSU5XI2rc",2039506632728563769,['2039506632728563769'],0,2,40,1,0,21581,ActionNetworkHQ,
2039504590421287052,en,2026-04-02T00:46:01.000Z,137 first half points from the Celtics and Heat 🤯 https://t.co/kImBylJN3Z,2039504590421287052,['2039504590421287052'],3,0,7,0,0,8066,ActionNetworkHQ,
2039496837615292857,en,2026-04-02T00:15:12.000Z,"53 points in Q1 for the Celtics🔥

17 of those coming from Sam Hauser...cashing his o7.5 points EARLY https://t.co/bJa9uWHheR",2039496837615292857,['2039496837615292857'],3,1,5,0,2,7656,ActionNetworkHQ,
2039495150322200900,en,2026-04-02T00:08:30.000Z,The Wizards (+900) are 2 points behind the 76ers at half...👀 https://t.co/ApCA6aHkPs,2039495150322200900,['2039495150322200900'],1,1,4,0,0,7671,ActionNetworkHQ,
2039493633712296351,en,2026-04-02T00:02:28.000Z,One thing you can be better at than LeBron is golf 😂 https://t.co/Gffwnjc1Qe,2039493633712296351,['2039493633712296351'],2,4,14,1,2,10860,ActionNetworkHQ,
2039492720222146840,en,2026-04-01T23:58:51.000Z,"Tristan Vukčević point prop was set at over/under 12.5

He has 15 in 9 minutes! No one told him the Wizards are tanking 😂 https://t.co/POwP1RWPhA",2039492720222146840,['2039492720222146840'],0,2,6,1,1,8649,ActionNetworkHQ,
2039488159990317510,en,2026-04-01T23:40:43.000Z,"Paul George with 14 POINTS (o/u 19.5) in the 1st quarter... 🔥
https://t.co/1waP2hTPso",2039488159990317510,['2039488159990317510'],1,3,11,0,0,7449,ActionNetworkHQ,
2039478155119829119,en,2026-04-01T23:00:58.000Z,"""I think both Final Four games will be absurd..."" 🔥

@Stuckey2 and the BBOC squad, @EastBreese &amp; @gwizzy12 give out their final march madness tournament picks! 👀

Download the DraftKings Sportsbook app and use code BBOC. The crown is yours. @DKSportsbook https://t.co/FDlgMdzhkx",2039478155119829119,['2039478155119829119'],1,1,10,0,1,10166,ActionNetworkHQ,
2039473816670191881,en,2026-04-01T22:43:44.000Z,Players the game after you bet on them to hit a HR 🫠 https://t.co/AHMsqHtEZx,2039473816670191881,"['2039473165181636830', '2039473816670191881']",4,5,72,0,5,26972,ActionNetworkHQ,
2039458920297545896,en,2026-04-01T21:44:32.000Z,The Red Sox have lost 5 STRAIGHT games and are now 1-5 to start the season...😬 https://t.co/QyddGYlXkE,2039458920297545896,['2039458920297545896'],1,1,42,2,0,9432,ActionNetworkHQ,
2039458742228443137,en,2026-04-01T21:43:50.000Z,@Playbook parlay the sheet,2039403136985485719,['2039458742228443137'],0,1,0,0,0,5619,ActionNetworkHQ,909749955836940288
2039456988241748186,en,2026-04-01T21:36:51.000Z,"The Cardinals (+140) take it in extras‼️

96% of money was on the Mets...😬
https://t.co/FEydPGQeDs",2039456988241748186,['2039456988241748186'],1,1,18,1,1,10335,ActionNetworkHQ,
2039440182336721402,en,2026-04-01T20:30:05.000Z,"The Blue Jays just lost as -275 home favorites 🤯

They were receiving 94% of bets and 96% of money. Safe to say numerous ML parlays went down with them 📉 https://t.co/rozyrmPrnr",2039440182336721402,['2039440182336721402'],20,27,296,10,12,71558,ActionNetworkHQ,
2039435334778286516,en,2026-04-01T20:10:49.000Z,Every parlay with Phillies ML tied to it https://t.co/b5h0A8OUmJ,2039435334778286516,['2039435334778286516'],0,2,11,0,0,7459,ActionNetworkHQ,
2039433401334141214,en,2026-04-01T20:03:08.000Z,"✅RANGERS vs ORIOLES OVER 8.5

@tannerstruth with an early MLB cash to start the day! https://t.co/ux4epzv0YR https://t.co/YZkRCpz3FO",2039433401334141214,['2039433401334141214'],1,3,8,0,0,12461,ActionNetworkHQ,
2039421861956579674,en,2026-04-01T19:17:17.000Z,The Phillies were the largest favorite on the MLB slate at -277 on the ML 😳 https://t.co/SywFnapYdK,2039421861956579674,['2039421861956579674'],1,4,28,4,2,21484,ActionNetworkHQ,
2039413789691379956,en,2026-04-01T18:45:12.000Z,If you had Drake Baldwin HR +512 look away 😱 https://t.co/MyCIfq3Um7,2039413789691379956,['2039413789691379956'],2,3,69,2,5,21816,ActionNetworkHQ,
2039403136985485719,en,2026-04-01T18:02:52.000Z,"🏀 Wednesday NBA Action Sheet

Streaks and L10 stats for players in tonight's NBA slate https://t.co/prmFMA4P28",2039403136985485719,['2039403136985485719'],1,1,12,0,2,12207,ActionNetworkHQ,
2039396987347353601,en,2026-04-01T17:38:26.000Z,"Shae Langeliers (+450) league leading 5th HR of the season!

Halfway there in the 10 HR race 👀 Anyone take him +5000? https://t.co/iyoDkDgghL https://t.co/FbHuineDDd",2039396987347353601,['2039396987347353601'],3,3,20,0,2,23127,ActionNetworkHQ,
2039394943844683837,en,2026-04-01T17:30:19.000Z,Shea BANGeliers gets us on the board early! https://t.co/yGtyKCGpgm,2039394943844683837,['2039394943844683837'],0,4,28,0,1,13860,ActionNetworkHQ,
2039385126803489172,en,2026-04-01T16:51:18.000Z,Our betting news will be true today and everyday 🫡 https://t.co/4TjWtJno5q,2039385126803489172,['2039385126803489172'],1,2,10,0,0,12366,ActionNetworkHQ,
2039382482676523158,en,2026-04-01T16:40:48.000Z,Serious outlets posting April Fools’ “news” stories for clicks https://t.co/TKQ5lozTzL,2039382482676523158,['2039382482676523158'],2,1,20,1,0,17714,ActionNetworkHQ,
2039376793744900302,en,2026-04-01T16:18:12.000Z,"⚾️ YANKEES VS. MARINERS BEST BET

📈 GIANCARLO STANTON OVER 1.5 BASES 
👇 Add directly to your betslip
https://t.co/8iX7O8jEc3

""Since Stanton's debut in mid-June last season, he is slashing .290/.360/.606 with 25 home runs and 70 runs batted in through 82 games played. Now https://t.co/w6kndlks2H",2039376793744900302,['2039376793744900302'],1,2,18,0,3,6783,ActionNetworkHQ,
2039364066687267104,en,2026-04-01T15:27:37.000Z,Will Paul Skenes improve upon his 67.50 ERA today vs the Reds? 😅 https://t.co/36Kq0ZynQY,2039364066687267104,['2039364066687267104'],0,2,5,0,0,6851,ActionNetworkHQ,
2039357156642755024,en,2026-04-01T15:00:10.000Z,"Last night Jose Fernandez was +1500 to homer in his MLB debut.

Two HRs later his odds have been cut in more than half vs Skubal today 👀 https://t.co/mHWJhHDjIh",2039357156642755024,['2039357156642755024'],0,0,8,0,0,6079,ActionNetworkHQ,
2039355787584110636,en,2026-04-01T14:54:43.000Z,"🏀 BAYLOR vs MINNESOTA CROWN BEST BET

📉 UNDER 148.5
👇 Add directly to your betslip
https://t.co/PnP97RtHMi

🗣️ ""This offense doesn't have enough consistency in its outside shooting, where Baylor ranked 148th nationally this season. Turnovers were also a problem for Baylor at https://t.co/0Boqb7XWgf",2039355787584110636,['2039355787584110636'],1,1,23,1,2,22519,ActionNetworkHQ,
2039355076603490679,en,2026-04-01T14:51:54.000Z,"🏀 OKLAHOMA vs COLORADO CROWN BEST BET

🎯 OKLAHOMA -9.5
👇 Add directly to your betslip
https://t.co/pC032vlvyz

🗣️ ""I think the biggest advantage for the Sooners will come on the offensive glass. Not having Dak and Rancik will be a huge issue for Colorado's rebounding. Oklahoma https://t.co/AsSF47lB3c",2039355076603490679,"['2039352502907257334', '2039355076603490679']",0,2,18,0,1,6919,ActionNetworkHQ,
2039348043992944784,en,2026-04-01T14:23:57.000Z,"⚾️ RED SOX vs ASTROS MLB BEST BET

🔴 RED SOX MONEYLINE
👇 Add directly to your betslip
https://t.co/i1DK3on4eb

🗣️ ""I'm on the other side of the moneyline for Wednesday, with Carlos Narvaez back behind the dish for Boston, and Garrett Crochet trying to halt their four-game https://t.co/dwCqD2LRUC",2039348043992944784,['2039348043992944784'],3,3,34,0,2,8428,ActionNetworkHQ,
2039347256168534446,en,2026-04-01T14:20:49.000Z,How it feels to have day baseball to bet on 🥹 https://t.co/AUzrwUR7C4,2039347256168534446,['2039347256168534446'],2,1,16,0,1,7409,ActionNetworkHQ,
2039346384046882920,en,2026-04-01T14:17:21.000Z,"⚾️ ATHELTICS vs BRAVES MLB BEST BET

🎯 ATHELTICS MONEYLINE
👇 Add directly to your betslip
https://t.co/sPJP18UgbJ

🗣️ ""I like the A's at the plus-money price. Sale is better than Severino by a good bit, but I like Severino and think he's worth backing as a heavy road pup. The https://t.co/dfbqmAmoSC",2039346384046882920,['2039346384046882920'],2,3,20,0,3,8545,ActionNetworkHQ,
2039344137191706725,en,2026-04-01T14:08:26.000Z,"⚾️ RANGERS vs ORIOLES MLB BEST BET

📈 OVER 8.5
👇 Add directly to your betslip
https://t.co/AjA58Tc6lO

🗣️ ""I don't entirely trust Trevor Rogers yet. He threw seven innings of shutout ball against the Twins in his 2025 debut, but behind five strikeouts to four walks (4.97 xFIP). https://t.co/Ai08nPAD7u",2039344137191706725,['2039344137191706725'],4,2,20,1,1,19876,ActionNetworkHQ,
2039218627069833371,en,2026-04-01T05:49:42.000Z,"Langeliers (+420) ✅
Goodman (+390) ✅
Seager (+290) ✅

+4 units if you played the board

Get daily projections and more with Action PRO: https://t.co/NCDuSFdlpK https://t.co/NkHCL9Dcma",2039218627069833371,['2039218627069833371'],3,2,12,0,3,15069,ActionNetworkHQ,
2039216598419116235,en,2026-04-01T05:41:38.000Z,"✅ Coby White Over 14.5 Points 

Played his 21-minute average from the last 10 and finished with 16 to cash. Strong read from @BryanFonsecaNY https://t.co/OjFH8Y11Zj https://t.co/GJYEI74zZY",2039216598419116235,['2039216598419116235'],0,0,6,0,0,11760,ActionNetworkHQ,
2039209066598416615,en,2026-04-01T05:11:42.000Z,Most points in a calendar month by a single player since 1970 📊 https://t.co/diCkLY2wzI,2039209062739673090,['2039209066598416615'],0,1,8,0,1,6010,ActionNetworkHQ,909749955836940288
2039209062739673090,en,2026-04-01T05:11:41.000Z,"Luka recorded 600 points in March, the 4th-most in a calendar month since 1970.

He averaged 37.5 points across 16 games https://t.co/HJ8YUvbfky",2039209062739673090,['2039209062739673090'],3,2,24,0,0,7075,ActionNetworkHQ,
2039208170103398813,es,2026-04-01T05:08:09.000Z,"Longest odds to hit on Dinger Tuesday:

▪️Jose Fernandez +1500
▪️Ezequiel Duran +1250
▪️Nick Fortes +1000
▪️Cam Smith +900
▪️Ramón Urías +650 https://t.co/cojQG0z2af",2039208170103398813,['2039208170103398813'],0,0,17,0,0,6508,ActionNetworkHQ,
2039197721240748252,en,2026-04-01T04:26:37.000Z,JOSE FERNANDEZ SECOND HR IN HIS MLB DEBUT!!! Diamondback fans are having fun  https://t.co/Dow5FliBG7,2039197721240748252,['2039197721240748252'],2,0,15,0,1,8396,ActionNetworkHQ,
2039182096317415583,en,2026-04-01T03:24:32.000Z,This hits on Dinger Tuesday but not Judge +285 🫠😂 https://t.co/LovVQmulOd,2039182096317415583,['2039182096317415583'],0,0,12,0,0,15125,ActionNetworkHQ,
2039181966998933847,en,2026-04-01T03:24:01.000Z,"Scottie Barnes has recorded 10+ assists in 5 straight games:

+633 (10 vs UTA) ✅
+897 (12 vs LAC) ✅
+740 (12 vs NOP) ✅
+458 (15 vs ORL) ✅
+350 (12 vs DET) ✅ https://t.co/F5BtzZ9AVE",2039181966998933847,['2039181966998933847'],0,1,6,0,2,6088,ActionNetworkHQ,
2039180152798876139,en,2026-04-01T03:16:49.000Z,"Roman Anthony in his 3 at-bats tonight:

3 strikeouts
9 pitches seen https://t.co/9so2Q2RAYU",2039180152798876139,['2039180152798876139'],0,1,12,0,0,6920,ActionNetworkHQ,
2039178194255794387,en,2026-04-01T03:09:02.000Z,The bobblehead line was no joke 😳 https://t.co/y8zd8XlNow https://t.co/43DL7ZiQy8,2039178194255794387,['2039178194255794387'],5,0,30,0,1,23465,ActionNetworkHQ,
2039175589089718472,en,2026-04-01T02:58:41.000Z,When you go to check on your bets and your Open tab is empty 😱 https://t.co/HVptggVH76,2039175589089718472,['2039175589089718472'],209,14,1172,37,52,121510,ActionNetworkHQ,
2039137220687200462,en,2026-04-01T00:26:13.000Z,Watching none of your Dinger Tuesday bets go yard https://t.co/nxC78LfjZO,2039137220687200462,['2039137220687200462'],20,6,149,0,2,14916,ActionNetworkHQ,
2039102330054836577,en,2026-03-31T22:07:34.000Z,"Could we get the full Shohei Ohtani experience in his first game on the mound tonight?

🎯 1+ Home Run
🎯 o6.5 Strikeouts
🎯 o16.5 Outs https://t.co/cxnbTNoJzJ",2039102330054836577,['2039102330054836577'],1,3,25,1,1,14368,ActionNetworkHQ,
2039093265438277639,en,2026-03-31T21:31:33.000Z,"5) Juan Soto

Juan Soto has already driven in 4 RBIs to start the seson, but he too is looking for his first HR https://t.co/WBR0wCaVf4",2039093248963039510,['2039093265438277639'],0,0,2,0,0,6152,ActionNetworkHQ,909749955836940288
2039093261529158092,en,2026-03-31T21:31:32.000Z,"4) Vladimir Guerrero Jr.

Vladdy has carried his hot start in the WBC right into the season, hitting at .308 clip. He has yet to get his first bomb though https://t.co/o9T7sq0z9k",2039093248963039510,['2039093261529158092'],0,1,1,0,0,6347,ActionNetworkHQ,909749955836940288
2039093258383512026,en,2026-03-31T21:31:31.000Z,"3) Shohei Ohtani

Shohei Ohtani is making his first start on the mound this season, so he'll be looking to give himself some run support https://t.co/FMjm36TynD",2039093248963039510,['2039093258383512026'],0,1,1,0,0,911,ActionNetworkHQ,909749955836940288
2039093255292297459,en,2026-03-31T21:31:31.000Z,"2) Kyle Schwarber

Schwarber has had a slow start to the season, going 2/16, but one of those 2 hits was his first home run of the season https://t.co/DHCLzuPAgR",2039093248963039510,['2039093255292297459'],0,2,2,0,0,1418,ActionNetworkHQ,909749955836940288
2039093251685110179,en,2026-03-31T21:31:30.000Z,"1) Aaron Judge

Aaron Judge has seen Logan Gilbert well hitting .313 off of him, but today would be his first homer off him https://t.co/fIG32YjepY",2039093248963039510,['2039093251685110179'],0,2,5,0,0,2522,ActionNetworkHQ,909749955836940288
2039093248963039510,en,2026-03-31T21:31:29.000Z,"🧵 Here are the Most Bet HR Props for our First Dinger Tuesday

(Data via @FDSportsbook) https://t.co/xhxYV0zWg7",2039093248963039510,['2039093248963039510'],1,5,15,0,2,17299,ActionNetworkHQ,
