id,lang,edit_history_tweet_ids,text,created_at,conversation_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,username
1963965615590318561,en,['1963965615590318561'],"How one exercise restored independence for a 70-year-old patient  | Stuart McGill, Ph.D. (@drstuartmcgill )

This clip is from episode # 287 of The Drive which was rebroadcasted on 9/1/25.

In the full episode, we cover:

-The difference between acute and chronic back pain, and https://t.co/HqF1zE6Ktr",2025-09-05T14:01:06.000Z,1963965615590318561,33,15,466,5,303,56427,PeterAttiaMD
1962878418824904947,en,['1962878418824904947'],"When should you stop deadlifting? | Stuart McGill, Ph.D. (@drstuartmcgill )

This clip is from episode # 287 of The Drive which was rebroadcasted on 9/1/25.

In the full episode, we cover:

-The difference between acute and chronic back pain, and the mechanics behind each
-How https://t.co/lUsmQcCS79",2025-09-02T14:00:58.000Z,1962878418824904947,25,34,479,6,373,84247,PeterAttiaMD
1962516051876286857,en,['1962516051876286857'],"This week, we're rebroadcasting episode #287 of The Drive with Stuart McGill, Ph.D., a world-renowned spine expert and chief scientific officer at Backfitpro.

https://t.co/EwWK1VGd1N",2025-09-01T14:01:03.000Z,1962516051876286857,10,7,138,1,58,34335,PeterAttiaMD
1962153485543084496,en,['1962153485543084496'],"This week, I’m sharing another collection of oldies-but-goodies—highlighting past newsletters on melatonin supplements, hearing and dementia, AI in health assessments, vegan diets, and metabolic health. Full article linked below.

https://t.co/WAg4siZn1O",2025-08-31T14:00:20.000Z,1962153485543084496,10,5,106,0,49,28966,PeterAttiaMD
1961066394830647436,en,['1961066394830647436'],"We’ve launched our second topic guide: zone 2 training. This guide pulls together years of content to explain what zone 2 is, why it matters for aerobic fitness and metabolic health, and how to apply it effectively in your own training

https://t.co/finGxo0mqk",2025-08-28T14:00:38.000Z,1961066394830647436,40,17,535,5,399,61007,PeterAttiaMD
1959616791270863084,en,['1959616791270863084'],"After an onslaught of mainstream articles questioning protein needs, it’s time to question the questioning with a critical look at existing data. Full article linked below.

https://t.co/ncrSTHyWL2",2025-08-24T14:00:25.000Z,1959616791270863084,227,221,1826,36,1033,792532,PeterAttiaMD
1958529768606810451,en,['1958529768606810451'],"Natural sugar vs. refined sugar | Peter Attia

This clip is from “Ask Me Anything” episode # 74 (Ep. # 361) of The Drive which was released on 8/18/25

In the full episode, I cover:

-Why sugar drives appetite and fat gain: the combined effect of low satiety, insulin spikes, and https://t.co/lX9rpnd4iN",2025-08-21T14:00:59.000Z,1958529768606810451,26,15,246,0,123,39506,PeterAttiaMD
1957442539104903293,en,['1957442539104903293'],"In today's ""Ask Me Anything"" episode of The Drive, (Ep. #361, AMA #74), I explain how to evaluate sugar and its substitutes in the context of health.

https://t.co/SAK1bl3jDk",2025-08-18T14:00:43.000Z,1957442539104903293,6,8,66,1,26,26120,PeterAttiaMD
1957080044246905214,en,['1957080044246905214'],"A new study tested whether weighted vests can help achieve and sustain weight loss. Full article linked below.

https://t.co/nL9bOR6h6B",2025-08-17T14:00:17.000Z,1957080044246905214,17,25,397,5,269,108765,PeterAttiaMD
1956355466159600039,en,['1956355466159600039'],"Why tiny habits are the secret to long-term success | Charles Duhigg, M.B.A. (@cduhigg)

This clip is from episode # 360 of The Drive which was released on 8/11/25.

In the full episode, we cover:

-How cue-routine-reward loops drive nearly half of daily behaviors
-Why positive https://t.co/FAc2IdnQlM",2025-08-15T14:01:05.000Z,1956355466159600039,27,13,164,1,112,26074,PeterAttiaMD
1955993115518456179,en,['1955993115518456179'],"How do rewards build habits? | Charles Duhigg, M.B.A. (@cduhigg) 

This clip is from episode # 360 of The Drive which was released on 8/11/25.

In the full episode, we cover:

-How cue-routine-reward loops drive nearly half of daily behaviors
-Why positive reinforcement beats https://t.co/q6tvwFXd1W",2025-08-14T14:01:13.000Z,1955993115518456179,4,9,79,1,59,21213,PeterAttiaMD
1955630751967256793,en,['1955630751967256793'],"Why to-do lists work | Charles Duhigg, M.B.A. (@cduhigg)

This clip is from episode # 360 of The Drive which was released on 8/11/25.

In the full episode, we cover:

-How cue-routine-reward loops drive nearly half of daily behaviors
-Why positive reinforcement beats punishment https://t.co/7xTTsLaqMo",2025-08-13T14:01:19.000Z,1955630751967256793,13,8,169,4,123,28723,PeterAttiaMD
1955268339510427946,en,['1955268339510427946'],"How to help your kids build better habits | Charles Duhigg, M.B.A. (@cduhigg) 

This clip is from episode # 360 of The Drive which was released today (8/11/25).

In the full episode, we cover:

-How cue-routine-reward loops drive nearly half of daily behaviors
-Why positive https://t.co/BmuBw07CdO",2025-08-12T14:01:13.000Z,1955268339510427946,31,11,346,5,417,47078,PeterAttiaMD
1955215861679026219,en,['1955215861679026219'],"I appreciate when ppl send us videos like this one. They are 100% AI fakes. We'll deal with the companies doing this (it's staggering how much $ we spend on legal fees/wk), but we must. And it's getting harder each mo as fakes get better. Shame on these scum bags. I'm genuinely",2025-08-12T10:32:42.000Z,1955215861679026219,20,44,478,3,53,142824,PeterAttiaMD
1954905785139425309,en,['1954905785139425309'],"In episode #360, I sit down with Charles Duhigg, M.B.A., Pulitzer Prize-winning journalist and best-selling author, to explore how habits are formed, broken, and sustained through the science of reinforcement, environmental cues, and identity.

https://t.co/mOn9MiCTlp",2025-08-11T14:00:34.000Z,1954905785139425309,7,9,103,1,44,24273,PeterAttiaMD
1954543344287207812,en,['1954543344287207812'],"A critical look at the latest observational study on plant compounds and longevity. Full article linked below.

https://t.co/WMrVPNtux2",2025-08-10T14:00:21.000Z,1954543344287207812,10,14,254,1,91,45536,PeterAttiaMD
1953818705143472299,en,['1953818705143472299'],"How Much Exercise Is Really Enough for Longevity?

This clip is from the video “How much time should a person spend exercising?“ which was released on my YouTube channel on 5/4/24.

“How much time do I need to spend exercising?” It’s a question I hear often, and it is the subject https://t.co/wgubV8NWb0",2025-08-08T14:00:54.000Z,1953818705143472299,43,28,477,7,292,71695,PeterAttiaMD
1952731594751389785,en,['1952731594751389785'],"""Normal"" Lab Values Don't Necessarily Mean Optimal | Eric Verdin, M.D.

This clip is from episode # 359 of The Drive which was released on 8/3/25.

In the full episode, we cover:

-Why immune dysfunction may be the “fifth horseman” of aging
-Thymic shrinkage, chronic inflammation https://t.co/g9u7km44km",2025-08-05T14:01:06.000Z,1952731594751389785,20,22,222,8,114,60322,PeterAttiaMD
1952369088409321782,en,['1952369088409321782'],"In episode #359, I sit down with Eric Verdin, M.D., CEO of the Buck Institute, to explore how metabolic and immune system dysfunction drive the aging process.

https://t.co/RGQY3gwHrO",2025-08-04T14:00:38.000Z,1952369088409321782,5,5,79,0,26,20099,PeterAttiaMD
1952006610030612597,en,['1952006610030612597'],"A recent study reporting a link between dieting and depression made waves in the press but doesn’t stand up to scrutiny. Full article linked below.

https://t.co/4ZlcHOkjRT",2025-08-03T14:00:17.000Z,1952006610030612597,3,7,74,1,4,23915,PeterAttiaMD
1951282017259159940,en,['1951282017259159940'],"Why Letting Kids Go Barefoot Might Be Good for Them  | Courtney Conley, D.C.

This clip is from episode # 296 of The Drive which was released on 4/1/24.

In the full episode, we discuss:

-The vital role of foot strength, function, and health in human movement and well-being https://t.co/3nVtt9BNJP",2025-08-01T14:01:00.000Z,1951282017259159940,20,8,197,0,78,26026,PeterAttiaMD
1950557256774222208,en,['1950557256774222208'],"The Role of Toe Strength in Fall Prevention | Courtney Conley, D.C.

This clip is from episode # 296 of The Drive which was released on 4/1/24.

In the full episode, we discuss:

-The vital role of foot strength, function, and health in human movement and well-being 
-The https://t.co/hOrLUxKtzZ",2025-07-30T14:01:04.000Z,1950557256774222208,29,15,378,4,360,31836,PeterAttiaMD
1949832385597411788,en,['1949832385597411788'],"In this episode (#358) of The Drive, Peter shares distilled insights on male and female fertility, proactive menopause care and hormone replacement therapy, longevity interventions, facial aging and skin rejuvenation, and lessons from end-of-life.

https://t.co/RHlnJxk8iE",2025-07-28T14:00:41.000Z,1949832385597411788,5,2,60,0,43,20902,PeterAttiaMD
1949469901938209106,en,['1949469901938209106'],"An FDA panel emphatically recommended that the agency reverse its controversial 2003 decision to mark HRT as potentially harmful to health. Full article linked below.

https://t.co/HKW12NtunS",2025-07-27T14:00:18.000Z,1949469901938209106,40,9,306,4,60,46941,PeterAttiaMD
1948020524061192449,en,['1948020524061192449'],"The most (and least) preventable chronic diseases | Peter Attia, M.D.

This clip is from episode # 357 of The Drive which was released on 7/21/25.

In the full episode, we discuss:

-Speculating on the future of longevity: slowing biological aging through noise reduction and https://t.co/za6Mt0YTOg",2025-07-23T14:01:00.000Z,1948020524061192449,14,20,167,1,69,26883,PeterAttiaMD
1947392050468688061,en,['1947392050468688061'],The voice of reason... https://t.co/YeIPQt1moW,2025-07-21T20:23:40.000Z,1947392050468688061,14,24,391,5,38,112097,PeterAttiaMD
1947295662598443120,en,['1947295662598443120'],"In this episode (# 357) of The Drive, Brian Kennedy, Ph.D., shares insights from ongoing human aging studies, including clinical trials of rapamycin and how dosing strategies, timing, and exercise may influence outcomes.

https://t.co/ZAkwX0ffSB",2025-07-21T14:00:39.000Z,1947295662598443120,14,17,140,3,41,24982,PeterAttiaMD
1946933183829725232,en,['1946933183829725232'],"Supplementation with 1,3-butanediol in rats reveals unique benefits for neurological health, beyond mere calorie restriction. Full article linked below.

https://t.co/6yaEaAvXz7",2025-07-20T14:00:17.000Z,1946933183829725232,14,6,111,2,32,30592,PeterAttiaMD
1946208596871585995,en,['1946208596871585995'],"Is Moderate Drinking Healthy? | Peter Attia, M.D.

This clip is from “Ask Me Anything” episode # 73 (Ep. # 356) of The Drive which was released on 7/14/25.

In the full episode, we discuss:

-Additional lifestyle factors that influence dementia risk: smoking, head trauma, https://t.co/SZeRdZDpTA",2025-07-18T14:01:02.000Z,1946208596871585995,28,15,244,5,124,31658,PeterAttiaMD
1945846203167457787,en,['1945846203167457787'],"Women &amp; Fitness After 50: Balancing Zone 2 and Lifting | Peter Attia, M.D.

This clip is from “Ask Me Anything” episode # 73 (Ep. # 356) of The Drive which was released on 7/14/25.

In the full episode, we discuss:

-Additional lifestyle factors that influence dementia risk: https://t.co/GJIjNcXZpP",2025-07-17T14:01:01.000Z,1945846203167457787,10,8,139,0,86,23679,PeterAttiaMD
